_id,pin,number,total_amount
6923080,0461E00379000000,66,3426.31
6923081,0461F00099000000,1,927.1
6923082,0461F00124000000,3,2143.27
6923083,0461F00164000000,7,1732.04
6923084,0461F00172000000,1,684.18
6923085,0461F00191000000,1,1585.75
6923086,0461F00309000000,1,2.52
6923087,0461F00333000000,10,4050.77
6923088,0461F00337000000,1,746.18
6923089,0461F00348000000,127,6104.71
6923090,0461F00384000000,9,3541.79
6923091,0461G00031000000,15,4461.19
6923092,0461G00034000000,1,149.47
6923093,0461G00040000000,1,1499.96
6923094,0461G00101000000,7,4016.53
6923095,0461G00125000000,1,1709.73
6923096,0461G00204000000,1,213
6923097,0461G00273000000,7,7553.12
6923098,0461H00129000000,5,10689.05
6923099,0461H00163000000,11,10556.62
6923100,0461H00341000000,1,1948
6923101,0461J00012000000,40,7892.46
6923102,0461J00020000000,3,2175.62
6923103,0461J00037000000,2,868.39
6923104,0461J00047000000,8,1558.77
6923105,0461J00048000000,17,3546.04
6923106,0461J00268000000,42,3741.54
6923107,0461J00270000000,35,3188.78
6923108,0461J00275000000,1,116.83
6923109,0461J00276000000,29,8554.03
6923110,0461J00283000000,18,22260.81
6923111,0461J00290000000,1,1832.88
6923112,0461J00320000000,94,668.04
6923113,0461J00322000000,118,3355.97
6923114,0461J00348000000,68,556.69
6923115,0461J00366000000,93,659.92
6923116,0461J00367000000,55,527.79
6923117,0461J00369000000,80,537.51
6923118,0461J00370000000,94,664.21
6923119,0461J00372000000,55,527.79
6923120,0461J00374000000,83,552.81
6923121,0461J00375000000,83,552.81
6923122,0461J00376000000,93,656.42
6923123,0461K00022000000,5,1150.91
6923124,0461K00041000000,2,14.2
6923125,0461K00051000000,1,112.18
6923126,0461K00060000000,1,240
6923127,0461K00089000000,3,1976.04
6923128,0461K00192000000,3,870.81
6923129,0461K00204000000,84,3659.17
6923130,0461K00372000000,6,15158.05
6923131,0461L00230000000,1,56.45
6923132,0461M00123000000,1,323.58
6923133,0461M00304000000,1,1068.54
6923134,0461N00011000000,4,993.87
6923135,0461N00062000000,83,552.81
6923136,0461N00074000000,83,552.81
6923137,0461N00084000000,106,8254.5
6923138,0461N00086000000,94,667.92
6923139,0461N00103000000,96,946.82
6923140,0461N00227000000,1,129.24
6923141,0461N00251000000,2,27.44
6923142,0461N00257000000,20,4016.9
6923143,0461N00258000000,1,447.3
6923144,0461P00042000000,1,222.78
6923145,0461P00111000000,1,334.41
6923146,0461P00237000000,15,8688.41
6923147,0461R00302000000,1,4068.75
6923148,0461R00385000000,10,8502.82
6923149,0461R00393000000,117,16373.34
6923150,0461S00055000000,1,178
6923151,0461S00088000000,2,1008.44
6923152,0461S00320000000,57,3044.22
6923153,0462A00048000000,1,115.4
6923154,0462B00350000000,1,3.1
6923155,0462D00076000000,1,192.7
6923156,0462D00099000000,1,1349.42
6923157,0462E00010000000,2,460.7
6923158,0462E00020000000,2,318.8
6923159,0462E00053000000,31,10140.07
6923160,0462E00062000000,2,1148.64
6923161,0462E00083000000,2,417.18
6923162,0462E00154000000,1,3.78
6923163,0462F00064000000,1,756.66
6923164,0462H00224000000,2,177.05
6923165,0462J00008000000,5,3180.99
6923166,0462J00055000000,1,210.67
6923167,0462J00057000000,1,61.96
6923168,0462J00059000000,9,4169.12
6923169,0462J00068000000,1,445.48
6923170,0462J00079000000,1,36.25
6923171,0462J00105000000,9,1691.96
6923172,0462J00120000000,5,1160.36
6923173,0462J00188000000,3,660.81
6923174,0462J00195000000,5,2222.79
6923175,0462J00224000000,59,48.86
6923176,0462J00259000000,1,574.95
6923177,0462J00265000000,3,685.61
6923178,0462J00267000000,36,255.68
6923179,0462J00281000000,40,117.57
6923180,0462J00293000000,5,2304.13
6923181,0462L00051000000,7,82.76
6923182,0462L00053000000,13,565.75
6923183,0462L00100000000,17,15056
6923184,0462L00105000000,24,863.68
6923185,0462L00107000000,22,800.42
6923186,0462L00238000000,1,214.5
6923187,0462M00133000000,1,254.59
6923188,0462N00009000000,6,394.84
6923189,0462N00012000000,9,48.49
6923190,0462N00049000000,1,633.31
6923191,0462N00059000000,48,7104.95
6923192,0462N00061000000,30,862.97
6923193,0462N00074000000,1,332.52
6923194,0462N00080000000,4,444.52
6923195,0462N00103000000,2,506.4
6923196,0462N00105000000,1,23.66
6923197,0462N00118000000,13,3164.92
6923198,0462N00120000000,10,3354.57
6923199,0462N00129000000,28,2128.15
6923200,0462N00133000000,1,33.11
6923201,0462N00149000000,1,295.31
6923202,0462N00152000000,1,221.39
6923203,0462N00154000000,6,36.87
6923204,0462N00156000000,12,4062.87
6923205,0462N00168000000,30,13122.83
6923206,0462N00179000000,11,4902.92
6923207,0462N00181000000,2,1233.12
6923208,0462N00183000000,8,3070.91
6923209,0462N00185000000,6,2237.1
6923210,0462N00223000000,6,1406.98
6923211,0462N00226000000,2,380.3
6923212,0462N00228000000,3,542.63
6923213,0462R00265000000,3,4413
6923214,0462S00354000000,2,538.66
6923215,0462S00390000000,4,35.15
6923216,0463A00007000000,2,405.84
6923217,0463A00009000000,12,3803.32
6923218,0463A00016000000,3,1802.69
6923219,0463A00020000000,3,1251.65
6923220,0463A00023000000,4,1031.87
6923221,0463A00027000000,1,1017.79
6923222,0463A00030000000,3,851.76
6923223,0463A00037000000,2,585.28
6923224,0463A00039000000,14,4352.66
6923225,0463A00042000000,20,3965.64
6923226,0463A00044000000,29,10820.87
6923227,0463A00045000000,6,2225.76
6923228,0463A00046000000,23,6958.94
6923229,0463A00059000000,41,13768.52
6923230,0463A00061000000,24,6653.65
6923231,0463A00063000000,1,318.7
6923232,0463A00077000000,1,220.67
6923233,0463A00084000000,2,305.71
6923234,0463A00113000000,3,338.82
6923235,0463A00115000000,1,339.93
6923236,0463A00119000000,17,7243.78
6923237,0463A00136000000,13,2430.02
6923238,0463A00137000000,16,5487.95
6923239,0463A00141000000,2,49.2
6923240,0463A00142000000,1,331.27
6923241,0463A00150000000,7,1708.3
6923242,0463A00167000000,6,3726.54
6923243,0463A00175000000,20,7239.14
6923244,0463A00178000000,8,47.08
6923245,0463A00189000000,1,384.63
6923246,0463A00213000000,38,5303.17
6923247,0463A00222000000,2,223.27
6923248,0463A00227000000,4,152.2
6923249,0463A00240000000,38,1710.6
6923250,0463A00257000000,29,256.03
6923251,0463A00260000000,74,1049.21
6923252,0463B00028000000,3,514.2
6923253,0463B00032000000,50,201.49
6923254,0463B00037000000,63,763.75
6923255,0463B00053000000,1,616.38
6923256,0463B00105000000,6,936.94
6923257,0463B00245000000,8,7080.35
6923258,0463B00300000000,59,9070.12
6923259,0463C00025000000,2,1751.48
6923260,0463C00100000000,3,827.43
6923261,0463D00061000000,2,3114.23
6923262,0463D00207000000,2,1394.82
6923263,0463D00273000000,1,1363.6
6923264,0463D00305000000,1,1082.35
6923265,0463E00098000000,26,3146.57
6923266,0463E00288000000,6,3595.49
6923267,0463E00291000000,1,317.24
6923268,0463E00293000000,15,1753.17
6923269,0463E00320000000,2,123.92
6923270,0463E00322000000,2,586.22
6923271,0463F00050000000,2,12.2
6923272,0463F00268000000,30,3025.75
6923273,0463F00273000000,1,174.5
6923274,0463F00278000000,7,405.06
6923275,0463F00285000000,9,1071.83
6923276,0463F00341000000,4,1995.28
6923277,0463F00385000000,43,2237.18
6923278,0463J00076000000,14,2616.72
6923279,0463J00097000000,1,85.14
6923280,0463J00101000000,18,2201.51
6923281,0463J00131000000,79,6949.53
6923282,0463J00138000000,21,2214.69
6923283,0463J00142000000,10,1168.45
6923284,0463J00152000000,8,1695.54
6923285,0463J00154000000,5,164.2
6923286,0463J00156000000,4,1455.88
6923287,0463J00173000000,5,1930.91
6923288,0463J00186000000,2,1592.72
6923289,0463J00320000000,113,6592.93
6923290,0463J00324000000,36,1522.81
6923291,0463J00328000000,54,13986.7
6923292,0463K00087000000,1,222.31
6923293,0463K00378000000,48,11348.34
6923294,0463K00382000000,44,9453.05
6923295,0463L00087000000,68,13766.82
6923296,0463L00124000000,61,7795.99
6923297,0463L00151000000,1,2214.02
6923298,0463L00376000000,82,10504.48
6923299,0463M00342000000,29,3855.22
6923300,0463N00031000000,8,11106.61
6923301,0463N00083000000,5,1894.54
6923302,0463N00147000000,4,316.68
6923303,0463N00157000000,5,905.7
6923304,0463N00159000000,5,862.56
6923305,0463N00161000000,2,24.6
6923306,0463P00056000000,1,492.82
6923307,0463P00184000000,2,767.2
6923308,0463P00188000000,1,1570.55
6923309,0463P00281000000,6,1934.19
6923310,0463P00283000000,2,23.65
6923311,0463R00068000000,22,7551.32
6923312,0463R00071000000,11,82.85
6923313,0463R00113000000,1,536.83
6923314,0463R00263000000,1,130
6923315,0464A00007000000,48,5361.64
6923316,0464A00021000000,1,387.55
6923317,0464A00027000000,11,4309.88
6923318,0464A00040000000,17,718.87
6923319,0464A00046000000,52,9645.01
6923320,0464A00067000000,30,7731.85
6923321,0464A00068000000,5,1787.29
6923322,0464A00070000000,15,6421.94
6923323,0464A00074000000,1,124.49
6923324,0464A00093000000,5,1585.51
6923325,0464A00094000000,1,122.51
6923326,0464A00098000000,76,10538.71
6923327,0464A00116000000,6,4264.83
6923328,0464A00135000000,17,4573.35
6923329,0464A00139000000,1,178.75
6923330,0464A00150000000,6,1416.75
6923331,0464A00151000000,42,2631.14
6923332,0464A00152000000,8,2296.99
6923333,0464A00172000000,12,2531.42
6923334,0464A00178000000,1,189.2
6923335,0464A00186000000,3,1834.51
6923336,0464A00188000000,49,9526.54
6923337,0464A00191000000,6,2231.66
6923338,0464A00197000000,21,5598.67
6923339,0464A00206000000,7,3778.34
6923340,0464A00215000000,55,3703.51
6923341,0464A00221000000,6,6910.43
6923342,0464A00224000000,1,350
6923343,0464A00226000000,3,684.2
6923344,0464A00249000000,1,142.5
6923345,0464A00257000000,4,3673.18
6923346,0464A00259000000,9,1415.76
6923347,0464A00263000000,1,679.1
6923348,0464A00270000000,30,7827.68
6923349,0464A00276000000,2,303.66
6923350,0464A00282000000,9,4110.65
6923351,0464A00286000000,6,4365.42
6923352,0464A00297000000,15,196.22
6923353,0464A00299000000,46,295.09
6923354,0464A00301000000,25,8925.37
6923355,0464A00346000000,6,1854.23
6923356,0464A00369000000,1,452.2
6923357,0464B00027000000,53,625.47
6923358,0464B00041000000,8,4216.25
6923359,0464B00048000000,1,745.09
6923360,0464B00115000000,5,2321.72
6923361,0464B00121000000,12,4293.36
6923362,0464B00122000000,11,6985.71
6923363,0464B00123000000,5,1005.37
6923364,0464B00144000000,1,308.21
6923365,0464B00153000000,9,3593.49
6923366,0464B00157000000,2,138.06
6923367,0464B00163000000,14,3451.38
6923368,0464B00198000000,7,2775.8
6923369,0464B00225000000,1,137.7
6923370,0464B00228000000,3,904.69
6923371,0464B00230000000,17,11757.29
6923372,0464B00245000000,49,12002.63
6923373,0464B00256000000,5,2202.13
6923374,0464B00267000000,1,71.42
6923375,0464B00301000000,3,79.47
6923376,0464B00363000000,3,2439.69
6923377,0464C00008000000,66,998.3
6923378,0464C00013000000,59,1044.78
6923379,0464C00037000000,10,5539.91
6923380,0464C00055000000,15,3720.11
6923381,0464C00073000000,21,10848.07
6923382,0464C00078000000,9,3817.79
6923383,0464C00093000000,5,1535.54
6923384,0464C00098000000,9,3347.37
6923385,0464C00101000000,3,1241.13
6923386,0464C00144000000,2,232.72
6923387,0464C00157000000,26,6633.02
6923388,0464C00159000000,2,17.02
6923389,0464C00161000000,2,406.78
6923390,0464C00169000000,1,105.48
6923391,0464C00172000000,19,4110.96
6923392,0464C00175000000,1,247.81
6923393,0464C00188000000,1,215
6923394,0464C00199000000,7,1956.92
6923395,0464C00203000000,1,69.06
6923396,0464C00205000000,47,164.83
6923397,0464C00207000000,62,1716.88
6923398,0464C00217000000,3,18.45
6923399,0464C00219000000,7,2047
6923400,0464C00222000000,3,1402.36
6923401,0464C00239000000,24,6128.94
6923402,0464C00266000000,13,5360.65
6923403,0464C00268000000,1,94.6
6923404,0464C00276000000,2,1102.1
6923405,0464C00278000000,4,2327.52
6923406,0464C00280000000,26,5097.1
6923407,0464C00284000000,2,818.03
6923408,0464C00288000000,4,1036.41
6923409,0464D00002000000,2,507.1
6923410,0464D00006000000,13,1113.17
6923411,0464D00025000000,13,5896.41
6923412,0464D00035000000,137,4123.23
6923413,0464D00037000000,20,2369.28
6923414,0464D00039000000,2,2875.21
6923415,0464D00043000000,5,1260.12
6923416,0464D00052000000,75,1986.55
6923417,0464D00056000000,15,10475.78
6923418,0464D00057000000,1,334.66
6923419,0464D00059000000,2,643.06
6923420,0464D00067000000,4,3347.37
6923421,0464D00069000000,4,1714.2
6923422,0464D00070000000,21,10559.74
6923423,0464D00075000000,1,294.03
6923424,0464D00077000000,4,18.92
6923425,0464D00078000000,14,7580.25
6923426,0464D00087000000,6,1756.91
6923427,0464D00089000000,3,1827.03
6923428,0464D00093000000,10,4756.38
6923429,0464D00095000000,49,3555.7
6923430,0464D00098000000,16,7446.59
6923431,0464D00107000000,4,34.04
6923432,0464D00121000000,1,166.5
6923433,0464D00122000000,1,17.5
6923434,0464D00173000000,4,2173.28
6923435,0464D00186000000,26,3337.44
6923436,0464D00189000000,5,2802.43
6923437,0464D00190000000,53,8901.95
6923438,0464D00216000000,15,5754.68
6923439,0464D00220000000,1,183.1
6923440,0464D00235000000,1,1339.2
6923441,0464D00250000000,69,173.46
6923442,0464D00268000000,3,613.93
6923443,0464D00277000000,2,493.35
6923444,0464D00283000000,7,2800
6923445,0464D00289000000,2,7.56
6923446,0464D00295000000,2,375.8
6923447,0464D00301000000,25,6447.1
6923448,0464D00307000000,1,315.06
6923449,0464D00309000000,10,4914.55
6923450,0464D00311000000,18,4109.66
6923451,0464D00332000000,4,11.36
6923452,0464D00335000000,4,37.84
6923453,0464D00338000000,1,203.86
6923454,0464D00355000000,1,240.78
6923455,0464D00357000000,21,7510.76
6923456,0464D00359000000,121,2247.3
6923457,0464D00360000000,36,877.95
6923458,0464D00361000000,3,810.76
6923459,0464D00363000000,1,239.08
6923460,0464D00368000000,4,34.04
6923461,0464D00369000000,4,7.56
6923462,0464D00370000000,8,1803.7
6923463,0464D00372000000,23,2188.34
6923464,0464D00373000000,24,5419.79
6923465,0464D00376000000,3,1886.41
6923466,0464D00386000000,4,9.45
6923467,0464E00002000000,2,7.56
6923468,0464E00006000000,2,48.24
6923469,0464E00008000000,2,7.56
6923470,0464E00022000000,6,2482.57
6923471,0464E00026000000,11,1902.28
6923472,0464E00027000000,14,5986.55
6923473,0464E00042000000,10,5128.92
6923474,0464E00059000000,11,4066.14
6923475,0464E00060000000,30,9568.83
6923476,0464E00070000000,8,3377.46
6923477,0464E00083000000,28,1318.53
6923478,0464E00097000000,4,7782.98
6923479,0464E00103000000,1,303.01
6923480,0464E00115000000,1,881.96
6923481,0464E00137000000,13,4515.98
6923482,0464E00143000000,1,91.27
6923483,0464E00145000000,7,2675.4
6923484,0464E00180000000,4,3318.5
6923485,0464E00198000000,19,7180.51
6923486,0464E00210000000,1,354
6923487,0464F00010000000,1,101.32
6923488,0464F00011000000,2,363.26
6923489,0464F00015000000,1,264.67
6923490,0464F00018000000,12,3418.66
6923491,0464F00042000000,14,4206.61
6923492,0464F00052000000,5,1991.71
6923493,0464F00075000000,6,6035.72
6923494,0464F00077000000,1,226.57
6923495,0464F00101000000,2,1051.19
6923496,0464F00113000000,22,5454.09
6923497,0464F00119000000,1,681.38
6923498,0464F00129000000,14,5982.77
6923499,0464F00148000000,19,2112.94
6923500,0464F00157000000,1,394.69
6923501,0464F00171000000,4,1221.59
6923502,0464F00178000000,26,2583.83
6923503,0464F00187000000,3,2369.96
6923504,0464F00194000000,1,318.33
6923505,0464F00204000000,4,1000.62
6923506,0464F00220000000,1,275.53
6923507,0464F00249000000,3,846
6923508,0464F00254000000,21,4740.26
6923509,0464F00258000000,1,95.68
6923510,0464F00268000000,15,3771.42
6923511,0464F00270000000,2,947.95
6923512,0464F00274000000,5,3038
6923513,0464F00296000000,7,4722.58
6923514,0464F00301000000,2,9.38
6923515,0464F00305000000,6,1040.4
6923516,0464F00318000000,13,4080.03
6923517,0464F00321000000,1,227.9
6923518,0464F00351000000,3,301.76
6923519,0464F00365000000,2,2297.22
6923520,0464F00375000000,3,309.72
6923521,0464F00377000000,1,200.96
6923522,0464F00380000000,1,289.57
6923523,0464G00028000000,2,2430.85
6923524,0464G00030000000,25,867.86
6923525,0464G00031000000,5,877.97
6923526,0464G00034000000,2,339.12
6923527,0464G00080000000,24,7858.08
6923528,0464G00083000000,8,3731.6
6923529,0464G00089000000,12,5848.71
6923530,0464G00104000000,26,6799.39
6923531,0464G00114000000,5,1601.16
6923532,0464G00119000000,29,7518.71
6923533,0464G00120000000,17,1019.4
6923534,0464G00126000000,24,9471.67
6923535,0464G00145000000,50,358.07
6923536,0464G00185000000,62,1942.87
6923537,0464G00199000000,71,124.11
6923538,0464G00202000000,18,58.31
6923539,0464G00207000000,3,564
6923540,0464G00207000001,5,24.42
6923541,0464G00212000000,1,154.67
6923542,0464G00223000000,3,643.08
6923543,0464G00265000000,3,150
6923544,0464G00265000002,41,1621.94
6923545,0464G00286000000,4,1434.97
6923546,0464G00305000000,9,7401.34
6923547,0464G00307000000,5,184.16
6923548,0464G00326000000,6,1397.56
6923549,0464G00332000000,8,2617.5
6923550,0464G00347000000,35,3888.49
6923551,0464G00349000000,18,4588.1
6923552,0464G00364000000,3,748.34
6923553,0464G00375000000,25,3613.34
6923554,0464G00383000000,4,2423.06
6923555,0464G00392000000,23,13275.91
6923556,0464G00398000000,3,619.77
6923557,0464G02652000000,2,191.63
6923558,0464H00057000000,12,5178.41
6923559,0464H00060000000,107,1956.04
6923560,0464H00076000000,10,5010.33
6923561,0464H00082000000,1,335.68
6923562,0464H00129000000,4,1520.86
6923563,0464H00151000000,2,569.74
6923564,0464H00152000000,96,328.99
6923565,0464H00153000000,94,546.79
6923566,0464H00155000000,96,564.39
6923567,0464H00156000000,57,546.87
6923568,0464H00157000000,96,564.39
6923569,0464H00160000000,109,1359.82
6923570,0464H00190000000,40,89.68
6923571,0464H00240000000,1,644.69
6923572,0464H00250000000,71,1250.44
6923573,0464H00310000000,5,1185.66
6923574,0464H00314000100,13,1691.25
6923575,0464H00322000000,2,830.62
6923576,0464H00356000002,4,425.68
6923577,0464H00361000000,3,150
6923578,0464H00389000000,43,4918.93
6923579,0464H00392000000,64,1652.18
6923580,0464H03141000000,1,220.81
6923581,0464H03562000000,1,198.18
6923582,0464K00006000000,6,5610.12
6923583,0464K00032000000,5,1353.71
6923584,0464K00033000000,3,1356.52
6923585,0464K00068000000,3,1878.89
6923586,0464K00070000000,1,344.41
6923587,0464K00081000000,1,956.13
6923588,0464K00104000000,1,111.9
6923589,0464K00106000000,30,7834.14
6923590,0464K00116000000,1,1393.84
6923591,0464K00310000000,1,2.9
6923592,0464K00320000000,1,5.46
6923593,0464K00334000000,2,897.38
6923594,0464L00045000000,13,4526.11
6923595,0464L00048000000,6,2652.88
6923596,0464L00071000000,10,4115.84
6923597,0464L00075000000,1,9.46
6923598,0464L00077000000,1,838.4
6923599,0464L00082000000,2,582.12
6923600,0464L00142000000,4,718.79
6923601,0464L00153000000,1,3.14
6923602,0464L00184000000,1,705.74
6923603,0464L00212000000,1,197.05
6923604,0464L00221000000,3,1453.71
6923605,0464L00227000000,2,417.18
6923606,0464L00234000000,2,11.36
6923607,0464L00237000000,5,2406.3
6923608,0464L00267000000,1,25.48
6923609,0464L00279000000,8,1380.03
6923610,0464L00287000000,13,6323.58
6923611,0464L00299000000,65,1414.83
6923612,0464L00304000000,1,222.54
6923613,0464L00306000000,1,9.45
6923614,0464L00309000000,3,309.25
6923615,0464L00314000000,3,2584.4
6923616,0464L00331000000,1,92.61
6923617,0464L00367000000,2,265
6923618,0464L00368000000,4,5.68
